No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적,일정 차이,일정 준수 여부
1391,DPBOM000007665,의장(설치),F1,자체 진행,D3,2022-11-12,2022-11-03,-9,False
1392,DPBOM000007666,철의장,F1,자체 진행,D3,2021-11-29,2021-11-08,-21,False
1393,DPBOM000001867,계획,F2,자체 진행,D4,2024-05-23,2024-05-01,-22,False
1394,DPBOM000000089,계획,F5,자체 진행,D7,2023-10-22,2023-10-05,-17,False
1395,DPBOM000000090,계획,F4,자체 진행,D6,2024-07-06,2024-06-10,-26,False
1396,DPBOM000004675,계획,F3,자체 진행,D5,2024-08-12,2024-07-15,-28,False
1397,DPBOM000002101,의장,F6,자체 진행,D8,2024-08-26,2024-08-25,-1,False
1398,DPBOM000002384,의장,F4,자체 진행,D6,2024-07-29,2024-07-27,-2,False
1399,DPBOM000004679,의장,F1,자체 진행,D3,2024-05-25,2024-05-21,-4,False
1400,DPBOM000000124,철의장,F6,자체 진행,D8,2023-02-11,2023-01-26,-16,False
1401,DPBOM000000125,철의장,F4,자체 진행,D6,2022-04-23,2022-04-20,-3,False
1402,DPBOM000002191,의장(설치),F7,자체 진행,D4,2023-02-20,2023-02-16,-4,False
1403,DPBOM000000668,의장(설치),F8,자체 진행,D5,2024-07-06,2024-07-02,-4,False
1404,DPBOM000000773,철의장,F7,자체 진행,D4,2024-04-26,2024-04-23,-3,False
1405,DPBOM000000398,철의장,F8,자체 진행,D5,2022-04-13,2022-04-11,-2,False
1406,DPBOM000002251,의장(설치),F5,자체 진행,D7,2023-10-31,2023-10-14,-17,False
1407,DPBOM000000400,철의장,F5,자체 진행,D7,2023-09-30,2023-09-17,-13,False
1408,DPBOM000001702,의장(설치),F4,자체 진행,D6,2022-04-30,2022-04-02,-28,False
1409,DPBOM000002193,의장(설치),F3,자체 진행,D5,2024-01-07,2023-12-19,-19,False
1410,DPBOM000007684,의장(설치),F3,자체 진행,D5,2023-07-20,2023-07-06,-14,False
1411,DPBOM000000401,제작,F3,자체 진행,D5,2024-01-29,2024-01-23,-6,False
1412,DPBOM000007686,제작,F3,자체 진행,D5,2022-12-16,2022-12-12,-4,False
1413,DPBOM000000402,Supp 제작,F3,자체 진행,D5,2022-09-21,2022-08-30,-22,False
1414,DPBOM000007688,의장(설치),F2,자체 진행,D4,2024-08-18,2024-08-02,-16,False
1415,DPBOM000002194,의장(설치),F2,자체 진행,D4,2023-12-15,2023-12-04,-11,False
1416,DPBOM000002252,의장(설치),F3,자체 진행,D5,2023-06-17,2023-05-27,-21,False
1417,DPBOM000000404,제작,F3,자체 진행,D5,2022-07-29,2022-07-10,-19,False
1418,DPBOM000007692,Supp 제작,F3,자체 진행,D5,2022-10-25,2022-10-22,-3,False
1419,DPBOM000002148,의장(설치),F3,자체 진행,D5,2022-09-09,2022-08-24,-16,False
1420,DPBOM000000247,제작,F3,자체 진행,D5,2022-10-06,2022-09-10,-26,False
1421,DPBOM000004704,Supp 제작,F3,자체 진행,D5,2023-11-11,2023-11-03,-8,False
1422,DPBOM000007696,의장(설치),F1,자체 진행,D3,2023-10-28,2023-10-24,-4,False
1423,DPBOM000002293,의장(설치),F4,자체 진행,D6,2023-07-10,2023-06-28,-12,False
1424,DPBOM000007698,의장(설치),F1,자체 진행,D3,2022-10-07,2022-09-29,-8,False
1425,DPBOM000007699,철의장,F1,자체 진행,D3,2023-09-29,2023-09-07,-22,False
1426,DPBOM000000407,철의장,F4,자체 진행,D6,2024-04-28,2024-04-20,-8,False
1427,DPBOM000007701,철의장,F1,자체 진행,D3,2023-01-08,2022-12-12,-27,False
1428,DPBOM000000669,의장(설치),F8,자체 진행,D5,2021-11-07,2021-10-13,-25,False
1429,DPBOM000002253,의장(설치),F5,자체 진행,D7,2024-06-01,2024-05-10,-22,False
1430,DPBOM000000410,철의장,F5,자체 진행,D7,2021-11-07,2021-10-12,-26,False
1431,DPBOM000001703,의장(설치),F4,자체 진행,D6,2023-09-27,2023-09-08,-19,False
1432,DPBOM000002198,의장(설치),F3,자체 진행,D5,2022-07-14,2022-06-23,-21,False
1433,DPBOM000007707,의장(설치),F3,자체 진행,D5,2024-01-05,2023-12-26,-10,False
1434,DPBOM000000411,제작,F3,자체 진행,D5,2022-01-04,2021-12-20,-15,False
1435,DPBOM000007709,제작,F3,자체 진행,D5,2023-01-26,2023-01-08,-18,False
1436,DPBOM000000412,Supp 제작,F3,자체 진행,D5,2021-11-04,2021-11-02,-2,False
1437,DPBOM000007711,의장(설치),F2,자체 진행,D4,2022-02-10,2022-01-17,-24,False
1438,DPBOM000002199,의장(설치),F2,자체 진행,D4,2024-08-30,2024-08-19,-11,False
1439,DPBOM000002254,의장(설치),F3,자체 진행,D5,2023-10-22,2023-10-16,-6,False
1440,DPBOM000000414,제작,F3,자체 진행,D5,2024-03-14,2024-02-14,-29,False
1441,DPBOM000007715,Supp 제작,F3,자체 진행,D5,2023-04-11,2023-03-18,-24,False
1442,DPBOM000002149,의장(설치),F3,자체 진행,D5,2022-01-26,2022-01-12,-14,False
1443,DPBOM000000248,제작,F3,자체 진행,D5,2023-07-22,2023-07-17,-5,False
1444,DPBOM000004728,Supp 제작,F3,자체 진행,D5,2023-05-13,2023-05-04,-9,False
1445,DPBOM000002294,의장(설치),F4,자체 진행,D6,2023-11-09,2023-10-24,-16,False
1446,DPBOM000007720,의장(설치),F1,자체 진행,D3,2022-04-20,2022-03-23,-28,False
1447,DPBOM000000418,철의장,F4,자체 진행,D6,2024-08-24,2024-08-12,-12,False
1448,DPBOM000007722,철의장,F1,자체 진행,D3,2024-07-19,2024-06-21,-28,False
1449,DPBOM000000465,의장(설치),F3,자체 진행,D5,2024-01-08,2024-01-05,-3,False
1450,DPBOM000000208,제작,F3,자체 진행,D5,2024-07-03,2024-06-24,-9,False
1451,DPBOM000007725,Supp 제작,F3,자체 진행,D5,2022-10-04,2022-09-27,-7,False
1452,DPBOM000000466,의장(설치),F3,자체 진행,D5,2024-02-24,2024-01-30,-25,False
1453,DPBOM000000209,제작,F3,자체 진행,D5,2022-08-07,2022-07-09,-29,False
1454,DPBOM000000210,Supp 제작,F3,자체 진행,D5,2023-06-13,2023-06-12,-1,False
1455,DPBOM000007729,의장(설치),F2,자체 진행,D4,2024-04-17,2024-04-05,-12,False
1456,DPBOM000000467,의장(설치),F3,자체 진행,D5,2023-03-23,2023-02-26,-25,False
1457,DPBOM000007731,제작,F2,자체 진행,D4,2024-02-17,2024-02-16,-1,False
1458,DPBOM000000211,제작,F3,자체 진행,D5,2021-10-08,2021-09-21,-17,False
1459,DPBOM000007733,Supp 제작,F2,자체 진행,D4,2024-08-10,2024-08-04,-6,False
1460,DPBOM000007734,의장(설치),F2,자체 진행,D4,2024-05-24,2024-06-11,18,True
1461,DPBOM000000468,의장(설치),F3,자체 진행,D5,2024-01-16,2023-12-21,-26,False
1462,DPBOM000007736,제작,F2,자체 진행,D4,2022-11-21,2022-10-29,-23,False
1463,DPBOM000000213,제작,F3,자체 진행,D5,2023-12-03,2023-11-29,-4,False
1464,DPBOM000007738,Supp 제작,F2,자체 진행,D4,2024-07-23,2024-07-19,-4,False
1465,DPBOM000007739,의장(설치),F2,자체 진행,D4,2024-06-26,2024-06-24,-2,False
1466,DPBOM000007740,제작,F2,자체 진행,D4,2024-02-12,2024-02-10,-2,False
1467,DPBOM000007741,Supp 제작,F2,자체 진행,D4,2022-10-29,2022-10-14,-15,False
1468,DPBOM000007742,의장(설치),F2,자체 진행,D4,2022-01-19,2022-01-02,-17,False
1469,DPBOM000007743,제작,F2,자체 진행,D4,2023-06-15,2023-06-04,-11,False
1470,DPBOM000007744,Supp 제작,F2,자체 진행,D4,2022-07-13,2022-07-07,-6,False
1471,DPBOM000007745,의장(설치),F2,자체 진행,D4,2021-12-22,2021-12-18,-4,False
1472,DPBOM000007746,의장(설치),F1,자체 진행,D3,2022-04-03,2022-03-11,-23,False
1473,DPBOM000007747,계획,F5,자체 진행,D7,2023-06-01,2023-05-25,-7,False
1474,DPBOM000007748,계획,F4,자체 진행,D6,2024-03-01,2024-02-10,-20,False
1475,DPBOM000007749,계획,F3,자체 진행,D5,2024-03-22,2024-03-08,-14,False
1476,DPBOM000007750,의장,F4,자체 진행,D6,2022-09-02,2022-08-11,-22,False
1477,DPBOM000007751,철의장,F4,자체 진행,D6,2023-04-25,2023-03-31,-25,False
1478,DPBOM000007752,의장(설치),F8,자체 진행,D5,2022-07-16,2022-06-22,-24,False
1479,DPBOM000007753,의장(설치),F5,자체 진행,D7,2024-08-09,2024-07-17,-23,False
1480,DPBOM000007754,철의장,F5,자체 진행,D7,2023-05-03,2023-04-20,-13,False
1481,DPBOM000007755,의장(설치),F3,자체 진행,D5,2022-12-05,2022-11-19,-16,False
1482,DPBOM000007756,의장(설치),F3,자체 진행,D5,2023-07-07,2023-06-22,-15,False
1483,DPBOM000007757,제작,F3,자체 진행,D5,2024-06-19,2024-05-27,-23,False
1484,DPBOM000007758,제작,F3,자체 진행,D5,2023-07-09,2023-07-03,-6,False
1485,DPBOM000007759,Supp 제작,F3,자체 진행,D5,2023-05-06,2023-04-13,-23,False
1486,DPBOM000007760,Supp 제작,F3,자체 진행,D5,2022-06-14,2022-05-28,-17,False
1487,DPBOM000007761,의장(설치),F3,자체 진행,D5,2023-11-28,2023-11-22,-6,False
1488,DPBOM000007762,제작,F3,자체 진행,D5,2022-09-30,2022-09-07,-23,False
1489,DPBOM000007763,Supp 제작,F3,자체 진행,D5,2023-04-25,2023-04-10,-15,False
1490,DPBOM000007764,의장(설치),F3,자체 진행,D5,2023-03-14,2023-03-01,-13,False
1491,DPBOM000007765,제작,F3,자체 진행,D5,2024-03-09,2024-02-11,-27,False
1492,DPBOM000007766,Supp 제작,F3,자체 진행,D5,2024-07-23,2024-06-29,-24,False
1493,DPBOM000007767,의장(설치),F4,자체 진행,D6,2024-04-17,2024-04-10,-7,False
1494,DPBOM000007768,의장(설치),F4,자체 진행,D6,2024-05-14,2024-04-19,-25,False
1495,DPBOM000007769,의장(설치),F4,자체 진행,D6,2024-07-21,2024-07-19,-2,False
1496,DPBOM000007770,의장(설치),F4,자체 진행,D6,2022-06-02,2022-05-13,-20,False
1497,DPBOM000007771,철의장,F4,자체 진행,D6,2023-08-29,2023-08-23,-6,False
1498,DPBOM000007772,철의장,F4,자체 진행,D6,2021-11-21,2021-10-24,-28,False
1499,DPBOM000007773,의장(설치),F8,자체 진행,D5,2024-08-09,2024-07-13,-27,False
1500,DPBOM000007774,의장(설치),F5,자체 진행,D7,2023-12-14,2023-12-06,-8,False
1501,DPBOM000007775,철의장,F5,자체 진행,D7,2023-08-27,2023-08-26,-1,False
1502,DPBOM000007776,의장(설치),F3,자체 진행,D5,2023-03-04,2023-03-17,13,True
1503,DPBOM000007777,제작,F3,자체 진행,D5,2022-02-20,2022-02-01,-19,False
1504,DPBOM000007778,Supp 제작,F3,자체 진행,D5,2023-04-26,2023-04-19,-7,False
1505,DPBOM000007779,의장(설치),F3,자체 진행,D5,2021-11-11,2021-10-20,-22,False
1506,DPBOM000007780,제작,F3,자체 진행,D5,2022-09-09,2022-08-27,-13,False
1507,DPBOM000007781,Supp 제작,F3,자체 진행,D5,2023-08-03,2023-07-22,-12,False
1508,DPBOM000007782,의장(설치),F3,자체 진행,D5,2022-02-21,2022-01-23,-29,False
1509,DPBOM000007783,제작,F3,자체 진행,D5,2024-03-06,2024-02-20,-15,False
1510,DPBOM000007784,Supp 제작,F3,자체 진행,D5,2024-05-11,2024-05-03,-8,False
1511,DPBOM000007785,의장(설치),F4,자체 진행,D6,2023-02-19,2023-01-23,-27,False
1512,DPBOM000007786,의장(설치),F4,자체 진행,D6,2023-03-16,2023-03-09,-7,False
1513,DPBOM000007787,의장(설치),F4,자체 진행,D6,2022-10-22,2022-10-14,-8,False
1514,DPBOM000007788,의장(설치),F4,자체 진행,D6,2023-03-28,2023-03-08,-20,False
1515,DPBOM000007789,철의장,F4,자체 진행,D6,2023-10-18,2023-10-16,-2,False
1516,DPBOM000007790,계획,F2,자체 진행,D4,2023-03-19,2023-03-11,-8,False
1517,DPBOM000007791,계획,F5,자체 진행,D7,2023-12-17,2023-12-06,-11,False
1518,DPBOM000007792,계획,F3,자체 진행,D5,2024-01-30,2024-01-19,-11,False
1519,DPBOM000007793,의장,F1,자체 진행,D3,2023-02-22,2023-01-30,-23,False
1520,DPBOM000007794,철의장,F1,자체 진행,D3,2024-05-11,2024-04-19,-22,False
1521,DPBOM000007795,의장(설치),F5,D1,D7,2022-09-13,2022-09-04,-9,False
1522,DPBOM000007796,철의장,F5,D1,D7,2023-06-22,2023-05-24,-29,False
1523,DPBOM000007797,제작,F3,자체 진행,D5,2022-08-03,2022-07-26,-8,False
1524,DPBOM000007798,Supp 제작,F3,자체 진행,D5,2024-04-07,2024-03-16,-22,False
1525,DPBOM000007799,의장(설치),F5,D1,D7,2023-09-03,2023-09-02,-1,False
1526,DPBOM000007800,철의장,F5,D1,D7,2023-09-30,2023-09-10,-20,False
1527,DPBOM000007801,제작,F3,자체 진행,D5,2024-07-11,2024-07-06,-5,False
1528,DPBOM000007802,Supp 제작,F3,자체 진행,D5,2022-11-09,2022-11-01,-8,False
1529,DPBOM000007803,의장(설치),F2,자체 진행,D4,2022-02-10,2022-01-13,-28,False
1530,DPBOM000007804,의장(설치),F3,자체 진행,D5,2023-04-10,2023-04-07,-3,False
1531,DPBOM000007805,제작,F2,자체 진행,D4,2024-02-13,2024-01-16,-28,False
1532,DPBOM000007806,제작,F3,자체 진행,D5,2023-04-07,2023-04-03,-4,False
1533,DPBOM000007807,Supp 제작,F2,자체 진행,D4,2024-07-27,2024-07-08,-19,False
1534,DPBOM000007808,Supp 제작,F3,자체 진행,D5,2024-04-07,2024-03-15,-23,False
1535,DPBOM000007809,의장(설치),F2,자체 진행,D4,2022-11-09,2022-11-08,-1,False
1536,DPBOM000007810,의장(설치),F3,자체 진행,D5,2022-03-22,2022-03-12,-10,False
1537,DPBOM000007811,제작,F2,자체 진행,D4,2024-06-06,2024-05-31,-6,False
1538,DPBOM000007812,제작,F3,자체 진행,D5,2022-08-16,2022-07-24,-23,False
1539,DPBOM000007813,Supp 제작,F2,자체 진행,D4,2023-09-08,2023-08-17,-22,False
1540,DPBOM000007814,Supp 제작,F3,자체 진행,D5,2024-04-25,2024-04-16,-9,False
1541,DPBOM000007815,계획,F2,자체 진행,D4,2022-12-02,2022-11-08,-24,False
1542,DPBOM000007816,계획,F5,자체 진행,D7,2023-02-22,2023-02-02,-20,False
1543,DPBOM000007817,계획,F3,자체 진행,D5,2021-10-21,2021-10-17,-4,False
1544,DPBOM000007818,의장,F1,자체 진행,D3,2023-03-11,2023-02-14,-25,False
1545,DPBOM000007819,철의장,F1,자체 진행,D3,2024-08-08,2024-07-23,-16,False
1546,DPBOM000007820,의장(설치),F5,D1,D7,2024-05-06,2024-05-01,-5,False
1547,DPBOM000007821,철의장,F5,D1,D7,2022-11-16,2022-10-19,-28,False
1548,DPBOM000007822,제작,F3,자체 진행,D5,2022-09-19,2022-08-29,-21,False
1549,DPBOM000007823,Supp 제작,F3,자체 진행,D5,2022-09-11,2022-08-25,-17,False
1550,DPBOM000007824,의장(설치),F5,D1,D7,2023-07-29,2023-07-14,-15,False
1551,DPBOM000007825,철의장,F5,D1,D7,2023-12-02,2023-11-20,-12,False
1552,DPBOM000007826,의장(설치),F3,자체 진행,D5,2023-11-02,2023-10-16,-17,False
1553,DPBOM000007827,제작,F3,자체 진행,D5,2024-02-26,2024-02-22,-4,False
1554,DPBOM000007828,Supp 제작,F3,자체 진행,D5,2022-03-28,2022-03-09,-19,False
1555,DPBOM000007829,제작,F3,자체 진행,D5,2021-11-26,2021-11-07,-19,False
1556,DPBOM000007830,Supp 제작,F3,자체 진행,D5,2022-03-14,2022-02-13,-29,False
1557,DPBOM000007831,의장(설치),F2,자체 진행,D4,2022-03-20,2022-03-03,-17,False
1558,DPBOM000007832,의장(설치),F3,자체 진행,D5,2024-01-31,2024-01-30,-1,False
1559,DPBOM000007833,제작,F2,자체 진행,D4,2022-09-27,2022-09-02,-25,False
1560,DPBOM000007834,제작,F3,자체 진행,D5,2022-08-30,2022-09-23,24,True
1561,DPBOM000007835,Supp 제작,F2,자체 진행,D4,2022-07-25,2022-07-19,-6,False
1562,DPBOM000007836,Supp 제작,F3,자체 진행,D5,2024-04-07,2024-03-28,-10,False
1563,DPBOM000007837,의장(설치),F2,자체 진행,D4,2024-05-20,2024-05-07,-13,False
1564,DPBOM000007838,의장(설치),F3,자체 진행,D5,2023-06-10,2023-05-25,-16,False
1565,DPBOM000007839,제작,F2,자체 진행,D4,2022-06-07,2022-05-12,-26,False
1566,DPBOM000007840,제작,F3,자체 진행,D5,2024-04-05,2024-04-02,-3,False
1567,DPBOM000007841,Supp 제작,F2,자체 진행,D4,2023-06-13,2023-05-27,-17,False
1568,DPBOM000007842,Supp 제작,F3,자체 진행,D5,2022-08-11,2022-08-03,-8,False
1569,DPBOM000007843,의장(설치),F1,자체 진행,D3,2023-11-22,2023-11-08,-14,False
1570,DPBOM000004833,계획,F2,자체 진행,D4,2022-10-09,2022-10-02,-7,False
1571,DPBOM000000082,계획,F5,자체 진행,D7,2022-10-14,2022-09-24,-20,False
1572,DPBOM000000083,계획,F4,자체 진행,D6,2022-09-20,2022-09-05,-15,False
1573,DPBOM000000084,계획,F3,자체 진행,D5,2023-11-28,2023-11-17,-11,False
1574,DPBOM000002242,의장,F6,자체 진행,D8,2022-05-29,2022-05-08,-21,False
1575,DPBOM000002286,의장,F4,자체 진행,D6,2022-09-21,2022-09-09,-12,False
1576,DPBOM000000110,철의장,F6,자체 진행,D8,2021-12-05,2021-11-19,-16,False
1577,DPBOM000007851,철의장,F1,자체 진행,D3,2021-10-24,2021-09-28,-26,False
1578,DPBOM000000111,철의장,F4,자체 진행,D6,2022-12-19,2023-02-16,59,True
1579,DPBOM000007853,의장(설치),F7,자체 진행,D4,2024-06-09,2024-05-25,-15,False
1580,DPBOM000000704,의장(설치),F8,자체 진행,D5,2024-08-03,2024-07-21,-13,False
1581,DPBOM000007855,철의장,F7,자체 진행,D4,2023-01-07,2023-01-03,-4,False
1582,DPBOM000007856,철의장,F8,자체 진행,D5,2022-01-16,2021-12-20,-27,False
1583,DPBOM000002519,의장(설치),F5,자체 진행,D7,2024-07-25,2024-07-12,-13,False
1584,DPBOM000000470,철의장,F5,자체 진행,D7,2023-12-14,2023-12-24,10,True
1585,DPBOM000001789,의장(설치),F4,자체 진행,D6,2022-03-24,2022-02-28,-24,False
1586,DPBOM000000706,의장(설치),F3,자체 진행,D5,2021-09-16,2021-09-15,-1,False
1587,DPBOM000000473,제작,F3,자체 진행,D5,2024-08-23,2024-07-27,-27,False
1588,DPBOM000000474,Supp 제작,F3,자체 진행,D5,2022-03-27,2022-03-06,-21,False
1589,DPBOM000007863,의장(설치),F2,자체 진행,D4,2024-08-28,2024-08-27,-1,False
1590,DPBOM000000707,의장(설치),F3,자체 진행,D5,2024-08-23,2024-08-10,-13,False
1591,DPBOM000007865,제작,F2,자체 진행,D4,2022-09-19,2022-09-07,-12,False
1592,DPBOM000000475,제작,F3,자체 진행,D5,2022-06-21,2022-06-10,-11,False
1593,DPBOM000007867,Supp 제작,F2,자체 진행,D4,2023-12-05,2023-11-30,-5,False
1594,DPBOM000007868,Supp 제작,F3,자체 진행,D5,2023-03-16,2023-03-09,-7,False
1595,DPBOM000004860,의장(설치),F3,자체 진행,D5,2023-11-04,2023-10-07,-28,False
1596,DPBOM000004861,제작,F3,자체 진행,D5,2023-08-19,2023-08-06,-13,False
1597,DPBOM000004862,Supp 제작,F3,자체 진행,D5,2022-09-01,2022-08-15,-17,False
1598,DPBOM000002366,의장(설치),F1,자체 진행,D3,2022-12-21,2022-11-30,-21,False
1599,DPBOM000002463,의장(설치),F4,자체 진행,D6,2023-01-21,2023-01-08,-13,False
1600,DPBOM000007874,의장(설치),F1,자체 진행,D3,2024-05-19,2024-04-28,-21,False
1601,DPBOM000004866,철의장,F1,자체 진행,D3,2024-03-08,2024-04-14,37,True
1602,DPBOM000000478,철의장,F4,자체 진행,D6,2023-09-24,2023-09-13,-11,False
1603,DPBOM000000708,의장(설치),F8,자체 진행,D5,2024-04-30,2024-04-20,-10,False
1604,DPBOM000000479,철의장,F8,자체 진행,D5,2022-03-09,2022-02-13,-24,False
1605,DPBOM000002520,의장(설치),F5,자체 진행,D7,2022-09-19,2022-08-25,-25,False
1606,DPBOM000000481,철의장,F5,자체 진행,D7,2022-08-24,2022-08-13,-11,False
1607,DPBOM000001790,의장(설치),F4,자체 진행,D6,2023-07-19,2023-07-05,-14,False
1608,DPBOM000000710,의장(설치),F3,자체 진행,D5,2021-10-26,2021-09-28,-28,False
1609,DPBOM000000484,제작,F3,자체 진행,D5,2024-01-01,2023-12-18,-14,False
1610,DPBOM000000485,Supp 제작,F3,자체 진행,D5,2022-03-18,2022-03-11,-7,False
1611,DPBOM000007885,의장(설치),F2,자체 진행,D4,2022-03-05,2022-02-23,-10,False
1612,DPBOM000000711,의장(설치),F3,자체 진행,D5,2024-04-24,2024-04-13,-11,False
1613,DPBOM000007887,제작,F2,자체 진행,D4,2023-01-09,2022-12-30,-10,False
1614,DPBOM000000486,제작,F3,자체 진행,D5,2022-09-28,2022-09-09,-19,False
1615,DPBOM000007889,Supp 제작,F2,자체 진행,D4,2024-07-10,2024-06-19,-21,False
1616,DPBOM000007890,Supp 제작,F3,자체 진행,D5,2022-04-17,2022-04-02,-15,False
1617,DPBOM000000600,의장(설치),F3,자체 진행,D5,2022-12-18,2022-11-30,-18,False
1618,DPBOM000000278,제작,F3,자체 진행,D5,2021-12-18,2021-12-13,-5,False
1619,DPBOM000004886,Supp 제작,F3,자체 진행,D5,2023-03-17,2023-03-16,-1,False
1620,DPBOM000002369,의장(설치),F1,자체 진행,D3,2023-10-12,2023-09-23,-19,False
1621,DPBOM000002464,의장(설치),F4,자체 진행,D6,2024-02-25,2024-02-07,-18,False
1622,DPBOM000007896,의장(설치),F1,자체 진행,D3,2022-06-08,2022-05-28,-11,False
1623,DPBOM000004889,철의장,F1,자체 진행,D3,2024-08-20,2024-08-09,-11,False
1624,DPBOM000000489,철의장,F4,자체 진행,D6,2023-07-30,2023-07-01,-29,False
1625,DPBOM000007899,의장(설치),F5,자체 진행,D7,2024-06-15,2024-05-18,-28,False
1626,DPBOM000007900,철의장,F5,자체 진행,D7,2022-10-09,2022-09-17,-22,False
1627,DPBOM000000607,의장(설치),F3,자체 진행,D5,2023-11-23,2023-11-14,-9,False
1628,DPBOM000007902,의장(설치),F3,자체 진행,D5,2023-09-14,2023-08-31,-14,False
1629,DPBOM000000288,제작,F3,자체 진행,D5,2022-05-13,2022-05-07,-6,False
1630,DPBOM000007904,제작,F3,자체 진행,D5,2024-07-14,2024-07-04,-10,False
1631,DPBOM000000289,Supp 제작,F3,자체 진행,D5,2023-11-30,2023-11-20,-10,False
1632,DPBOM000007906,Supp 제작,F3,자체 진행,D5,2021-12-06,2021-11-21,-15,False
1633,DPBOM000007907,의장(설치),F5,자체 진행,D7,2022-10-09,2022-09-26,-13,False
1634,DPBOM000007908,철의장,F5,자체 진행,D7,2024-02-24,2024-02-22,-2,False
1635,DPBOM000000712,의장(설치),F3,자체 진행,D5,2023-08-16,2023-07-18,-29,False
1636,DPBOM000000490,제작,F3,자체 진행,D5,2021-12-16,2021-11-17,-29,False
1637,DPBOM000000491,Supp 제작,F3,자체 진행,D5,2023-05-14,2023-04-25,-19,False
1638,DPBOM000007912,의장(설치),F2,자체 진행,D4,2024-06-22,2024-06-03,-19,False
1639,DPBOM000007913,제작,F2,자체 진행,D4,2023-03-29,2023-03-03,-26,False
1640,DPBOM000007914,Supp 제작,F2,자체 진행,D4,2024-07-11,2024-06-22,-19,False
1641,DPBOM000007915,의장(설치),F2,자체 진행,D4,2022-01-08,2022-01-04,-4,False
1642,DPBOM000007916,의장(설치),F2,자체 진행,D4,2024-03-11,2024-02-25,-15,False
1643,DPBOM000007917,제작,F2,자체 진행,D4,2023-08-20,2023-08-07,-13,False
1644,DPBOM000007918,제작,F2,자체 진행,D4,2022-08-27,2022-08-13,-14,False
